Order_ID,Product_ID,Quantity,L,W
19,2,1,40,27
19,3,1,40,27
19,4,1,40,27
19,5,1,40,27
19,6,1,40,27
19,7,1,40,27
19,8,1,40,27
19,9,1,40,27
20,0,1,39,26
20,1,1,39,26
20,2,3,39,26
20,3,1,39,26
20,4,1,34,22
20,5,1,33,21
20,6,2,33,21
20,7,2,32,21
20,8,4,32,21
20,9,2,29,23
20,10,4,29,23
20,11,1,40,27
20,12,1,40,27
20,13,4,28,18
20,14,2,25,17
20,15,2,25,16
20,16,8,25,16
20,17,1,35,23
20,18,2,35,23
20,19,2,35,23
20,20,1,35,23
20,21,2,18,18
20,22,1,40,26
20,23,1,30,21
20,24,1,27,20
20,25,1,27,20
20,26,1,27,20
21,0,18,39,26
21,1,9,39,26
21,2,1,32,21
21,3,1,32,21
21,4,20,35,23
21,5,15,35,23
21,6,1,35,23
21,7,1,35,23
21,8,1,35,23
21,9,2,35,23
21,10,2,35,23
21,11,2,35,23
21,12,1,35,23
21,13,2,35,23
21,14,1,40,26
21,15,2,40,26
22,0,2,29,19
22,1,2,39,26
22,2,2,39,26
22,3,1,39,26
22,4,1,39,26
22,5,1,39,26
22,6,2,39,26
22,7,4,33,21
22,8,1,32,21
22,9,4,32,21
22,10,2,32,21
22,11,1,32,21
22,12,1,40,27
22,13,1,40,27
22,14,1,40,27
22,15,2,40,27
22,16,1,38,25
22,17,2,38,25
22,18,6,28,18
22,19,4,25,17
22,20,2,25,17
22,21,4,25,16
22,22,2,24,16
22,23,1,35,23
22,24,1,35,23
22,25,2,35,23
22,26,4,35,23
22,27,1,35,23
22,28,1,35,23
22,29,4,35,23
22,30,2,35,23
22,31,4,35,23
22,32,2,35,23
22,33,1,35,23
22,34,2,33,22
22,35,2,18,18
22,36,1,40,26
22,37,1,40,26
22,38,1,40,26
22,39,1,39,26
22,40,2,26,19
23,0,1,34,22
23,1,1,34,22
23,2,4,38,25
23,3,2,38,25
23,4,2,38,25
23,5,3,38,25
23,6,1,38,25
23,7,2,38,25
23,8,1,38,25
23,9,1,38,25
23,10,1,35,23
23,11,1,35,23
23,12,1,35,23
23,13,1,35,23
23,14,6,35,23
23,15,1,35,23
23,16,4,35,23
23,17,2,35,23
23,18,2,35,23
23,19,2,35,23
23,20,2,35,23
23,21,8,35,23
23,22,2,35,23
23,23,6,35,23
23,24,8,35,23
23,25,2,46,15
23,26,4,40,26
23,27,2,40,26
23,28,2,40,26
23,29,3,40,26
23,30,3,40,26
23,31,6,30,21
23,32,8,32,21
23,33,1,39,26
24,0,1,39,26
24,1,1,39,26
24,2,4,39,26
24,3,4,39,26
24,4,1,39,26
24,5,1,39,26
24,6,1,39,26
24,7,1,39,26
24,8,4,32,21
24,9,1,40,27
24,10,1,40,27
24,11,1,40,27
24,12,1,40,27
24,13,1,40,27
24,14,1,40,27
24,15,1,40,27
24,16,1,40,27
24,17,1,40,27
24,18,1,40,27
24,19,1,40,27
24,20,4,28,18
24,21,4,28,18
24,22,2,26,17
24,23,2,26,17
24,24,4,24,16
24,25,1,35,23
24,26,1,35,23
24,27,4,35,23
24,28,4,35,23
24,29,1,35,23
24,30,1,35,23
24,31,4,35,23
24,32,2,18,18
24,33,2,18,18
24,34,1,39,26
25,0,4,29,19
25,1,1,39,26
25,2,2,39,26
25,3,2,39,26
25,4,2,39,26
25,5,12,28,18
25,6,10,25,16
25,7,3,46,31
25,8,10,18,18
25,9,6,18,18
25,10,10,18,18
26,0,4,39,29
26,1,6,39,26
26,2,2,39,26
26,3,2,39,26
26,4,1,39,26
26,5,1,39,26
26,6,2,39,26
26,7,1,39,26
26,8,8,33,21
26,9,4,33,21
26,10,8,33,21
26,11,1,40,27
26,12,1,40,27
26,13,2,40,27
26,14,2,40,27
26,15,3,40,27
26,16,2,38,25
26,17,8,25,16
26,18,8,25,16
26,19,1,35,23
26,20,2,35,23
26,21,2,33,22
26,22,2,33,22
26,23,4,18,18
26,24,2,18,18
26,25,1,46,15
26,26,3,46,15
26,27,1,30,21
26,28,1,32,21
26,29,1,32,21
26,30,2,26,19
26,31,2,26,19
27,0,2,39,26
27,1,1,39,26
27,2,8,39,26
27,3,6,39,26
27,4,2,39,26
27,5,4,39,26
27,6,1,39,26
27,7,8,33,21
27,8,4,33,21
27,9,8,33,21
27,10,1,32,21
27,11,6,35,23
27,12,2,35,23
27,13,2,35,23
27,14,2,35,23
27,15,8,35,23
28,0,1,39,26
28,1,1,39,26
28,2,1,39,26
28,3,1,39,26
28,4,1,39,26
28,5,1,39,26
28,6,1,39,26
28,7,3,39,26
28,8,2,39,26
28,9,1,39,26
28,10,1,40,27
28,11,1,40,27
28,12,1,40,27
28,13,1,40,27
28,14,1,38,25
28,15,1,38,25
28,16,6,25,16
28,17,2,24,16
28,18,8,25,16
29,0,1,39,26
29,1,1,39,26
29,2,3,39,26
29,3,1,39,26
29,4,3,39,26
29,5,5,39,26
29,6,1,34,22
29,7,12,26,17
29,8,6,28,18
29,9,6,28,18
29,10,5,35,23
29,11,1,26,19
30,0,8,33,21
30,1,8,33,21
30,2,2,32,21
30,3,3,32,21
30,4,4,32,21
30,5,6,32,21
30,6,2,32,21
30,7,6,32,21
30,8,6,32,21
30,9,2,32,21
30,10,2,32,21
30,11,2,35,23
30,12,1,35,23
30,13,1,35,23
30,14,2,35,23
30,15,2,35,23
30,16,1,35,23
30,17,2,35,23
30,18,1,35,23
30,19,2,35,23
30,20,8,35,23
30,21,2,33,22
30,22,4,33,22
30,23,4,33,22
30,24,2,18,18
30,25,2,18,18
30,26,4,18,18
30,27,1,39,26
31,0,6,33,21
31,1,2,33,21
31,2,1,40,27
31,3,1,40,27
31,4,4,38,25
31,5,3,35,23
31,6,3,35,23
31,7,2,35,23
31,8,2,35,23
31,9,2,35,23
31,10,1,35,23
31,11,1,35,23
31,12,3,35,23
31,13,2,35,23
31,14,2,35,23
31,15,3,35,23
31,16,6,33,22
31,17,6,33,22
32,0,6,33,21
32,1,4,33,21
32,2,2,32,21
32,3,10,29,23
32,4,2,29,23
32,5,12,29,23
32,6,1,40,27
32,7,1,40,27
32,8,1,40,27
32,9,1,38,25
32,10,1,38,25
32,11,10,28,18
32,12,12,28,18
32,13,6,25,16
32,14,1,35,23
32,15,2,18,18
32,16,2,18,18
32,17,2,39,26
33,0,8,33,21
33,1,4,33,21
33,2,8,33,21
33,3,1,40,27
33,4,1,38,25
33,5,1,38,25
33,6,1,38,25
33,7,2,38,25
33,8,2,28,18
33,9,6,28,18
33,10,4,28,18
33,11,14,28,18
33,12,4,25,17
33,13,4,25,17
33,14,3,35,23
33,15,2,35,23
33,16,2,35,23
33,17,1,35,23
33,18,4,35,23
33,19,2,35,23
33,20,4,35,23
33,21,6,35,23
33,22,1,46,31
34,0,12,39,26
34,1,17,29,23
34,2,13,35,23
35,0,5,39,26
35,1,1,39,26
35,2,1,39,26
35,3,1,39,26
35,4,2,39,26
35,5,6,39,26
35,6,2,39,26
35,7,1,39,26
35,8,1,39,26
35,9,4,33,21
35,10,3,33,21
35,11,4,33,21
35,12,1,32,21
35,13,1,32,21
35,14,1,32,21
35,15,3,32,21
35,16,1,38,25
35,17,4,25,17
35,18,4,25,17
35,19,6,25,16
35,20,10,25,16
35,21,2,33,22
35,22,3,33,22
35,23,4,18,18
35,24,2,18,18
35,25,2,18,18
35,26,4,18,18
37,0,1,39,26
37,1,1,39,26
37,2,2,39,26
37,3,8,39,26
37,4,6,39,26
37,5,1,39,26
37,6,1,32,21
37,7,1,32,21
37,8,1,38,25
37,9,2,38,25
37,10,2,35,23
37,11,1,35,23
37,12,3,35,23
37,13,2,35,23
37,14,7,35,23
37,15,4,18,18
37,16,2,18,18
37,17,4,18,18
37,18,2,18,18
38,0,6,29,17
38,1,6,29,17
38,2,3,39,26
38,3,1,39,26
38,4,2,39,26
38,5,1,39,26
38,6,2,39,26
38,7,1,39,26
38,8,1,39,26
38,9,1,39,26
38,10,3,39,26
38,11,1,39,26
38,12,2,39,26
38,13,2,39,26
38,14,4,39,26
38,15,1,40,27
38,16,3,40,27
38,17,1,40,27
38,18,5,40,27
38,19,1,35,23
38,20,2,35,23
38,21,2,35,23
38,22,2,35,23
38,23,2,35,23
38,24,1,35,23
38,25,1,35,23
38,26,2,35,23
38,27,2,35,23
38,28,6,35,23
38,29,2,35,23
38,30,1,35,23
38,31,4,40,26
38,32,1,40,26
38,33,2,40,26
38,34,5,40,26
38,35,2,40,26
39,0,1,39,26
39,1,2,39,26
39,2,1,39,26
39,3,1,39,26
39,4,1,39,26
39,5,1,39,26
39,6,4,39,26
39,7,1,39,26
39,8,2,39,26
39,9,1,39,26
39,10,1,39,26
39,11,1,39,26
39,12,6,39,26
39,13,1,39,26
39,14,12,25,16
39,15,8,24,16
39,16,2,25,16
39,17,8,25,16
39,18,1,39,26
40,0,1,32,21
40,1,1,32,21
40,2,2,32,21
40,3,6,32,21
40,4,2,40,27
40,5,1,40,27
40,6,1,40,27
40,7,1,40,27
40,8,6,28,18
40,9,10,25,17
40,10,20,25,17
40,11,8,33,22
40,12,8,33,22
40,13,2,33,22
40,14,4,18,18
40,15,4,18,18
40,16,1,39,26
41,0,2,29,19
41,1,1,34,22
41,2,2,32,21
41,3,2,38,25
41,4,4,28,18
41,5,6,28,18
41,6,18,28,18
41,7,16,28,18
41,8,2,25,17
41,9,3,35,23
41,10,3,35,23
41,11,3,35,23
41,12,6,35,23
41,13,1,35,23
41,14,4,35,23
41,15,2,35,23
41,16,2,35,23
41,17,1,35,23
41,18,6,33,22
41,19,4,18,18
41,20,1,46,15
41,21,1,46,15
41,22,1,39,26
42,0,1,38,25
42,1,2,38,25
42,2,1,38,25
42,3,1,38,25
42,4,16,28,18
42,5,4,28,18
42,6,2,26,17
42,7,6,26,17
42,8,6,25,16
42,9,6,25,16
42,10,6,25,16
42,11,6,33,22
42,12,2,33,22
43,0,3,39,26
43,1,2,39,26
43,2,1,34,22
43,3,2,38,25
43,4,1,38,25
43,5,2,38,25
43,6,1,21,19
43,7,2,24,14
45,0,12,29,19
45,1,2,39,26
45,2,2,39,26
45,3,6,39,26
45,4,4,39,26
45,5,4,39,26
45,6,1,39,26
45,7,1,39,26
45,8,2,39,26
45,9,6,39,26
46,0,6,39,26
46,1,4,39,26
46,2,2,39,26
46,3,2,32,21
46,4,2,32,21
46,5,6,28,18
46,6,1,35,23
46,7,6,35,23
46,8,2,35,23
46,9,2,35,23
46,10,1,35,23
46,11,2,35,23
46,12,2,35,23
46,13,6,35,23
46,14,2,35,23
46,15,1,46,31
47,0,8,33,21
47,1,2,32,21
47,2,1,40,27
47,3,1,40,27
47,4,1,38,25
47,5,2,25,17
47,6,1,35,23
47,7,8,35,23
47,8,2,35,23
47,9,2,35,23
47,10,3,35,23
47,11,4,35,23
47,12,8,35,23
47,13,2,35,23
47,14,6,33,22
47,15,10,33,22
47,16,1,46,31
48,0,4,39,26
48,1,2,39,26
48,2,2,39,26
48,3,3,39,26
48,4,1,39,26
48,5,1,39,26
48,6,1,39,26
48,7,1,39,26
48,8,4,39,26
48,9,1,39,26
48,10,4,28,18
48,11,4,26,17
48,12,1,25,17
48,13,4,24,16
48,14,1,46,31
48,15,1,46,15
48,16,1,46,15
48,17,1,40,26
48,18,1,27,20
49,0,2,39,26
49,1,2,39,26
49,2,1,39,26
49,3,1,39,26
49,4,8,39,26
49,5,4,39,26
49,6,1,39,26
49,7,1,39,26
49,8,1,38,25
49,9,1,38,25
49,10,2,35,23
49,11,1,35,23
49,12,3,35,23
49,13,1,35,23
49,14,1,35,23
49,15,1,35,23
49,16,2,35,23
49,17,1,35,23
49,18,1,35,23
49,19,4,35,23
49,20,2,35,23
49,21,4,33,22
49,22,2,33,22
50,0,2,39,26
50,1,2,39,26
50,2,3,39,26
50,3,1,39,26
50,4,1,39,26
50,5,4,39,26
50,6,2,39,26
50,7,2,39,26
50,8,2,39,26
50,9,1,39,26
50,10,1,39,26
50,11,4,39,26
50,12,2,33,21
50,13,3,33,21
50,14,2,32,21
50,15,1,32,21
50,16,1,32,21
50,17,1,32,21
50,18,1,40,27
50,19,1,40,27
50,20,1,40,27
50,21,3,40,27
50,22,1,40,27
50,23,4,28,18
50,24,8,28,18
50,25,2,25,16
50,26,10,25,16
50,27,2,35,23
50,28,3,35,23
50,29,2,35,23
50,30,6,33,22
50,31,2,18,18
50,32,2,39,26
51,0,2,39,26
51,1,1,39,26
51,2,1,39,26
51,3,1,39,26
51,4,2,33,21
51,5,2,32,21
51,6,1,38,25
51,7,10,28,18
51,8,8,28,18
51,9,2,24,16
51,10,6,25,16
51,11,4,25,16
51,12,2,35,23
51,13,4,18,18
51,14,1,40,26
51,15,1,40,26
51,16,1,40,26
52,0,10,29,17
52,1,2,39,26
52,2,5,39,26
52,3,1,39,26
52,4,1,39,26
52,5,6,39,26
52,6,2,39,26
52,7,2,39,26
52,8,1,39,26
52,9,1,39,26
52,10,1,39,26
52,11,3,35,23
52,12,2,18,18
52,13,4,18,18
52,14,4,18,18
52,15,1,46,15
52,16,2,46,15
52,17,1,32,21
53,0,2,39,26
53,1,1,39,26
53,2,1,39,26
53,3,2,39,26
53,4,1,39,26
53,5,1,39,26
53,6,4,39,26
53,7,4,39,26
53,8,1,39,26
53,9,1,39,26
53,10,2,39,26
53,11,2,39,26
53,12,1,39,26
53,13,2,39,26
53,14,1,40,27
53,15,1,40,27
53,16,1,40,27
53,17,1,40,27
53,18,1,40,27
53,19,1,40,27
53,20,4,25,17
53,21,4,25,17
53,22,4,25,17
53,23,12,25,17
54,0,15,34,22
54,1,16,32,21
54,2,24,38,25
54,3,13,35,23
54,4,13,35,23
55,0,2,39,26
55,1,2,39,26
55,2,2,32,21
55,3,2,40,27
55,4,1,40,27
55,5,1,40,27
55,6,1,40,27
55,7,1,40,27
55,8,1,40,27
55,9,1,40,27
55,10,12,28,18
55,11,2,26,17
55,12,4,28,18
55,13,2,24,16
55,14,2,25,16
55,15,6,35,23
55,16,8,35,23
55,17,1,46,15
55,18,1,40,26
55,19,1,40,26
56,0,4,33,21
56,1,4,33,21
56,2,2,32,21
56,3,2,32,21
56,4,3,32,21
56,5,2,32,21
56,6,1,38,25
56,7,2,25,17
56,8,2,25,17
56,9,2,35,23
56,10,3,35,23
56,11,1,35,23
56,12,4,35,23
56,13,2,35,23
56,14,3,35,23
56,15,4,35,23
56,16,4,35,23
56,17,6,35,23
56,18,3,35,23
56,19,1,35,23
56,20,6,33,22
56,21,4,33,22
57,0,4,29,19
57,1,4,29,19
57,2,6,29,19
57,3,6,29,19
57,4,4,29,17
57,5,1,25,17
57,6,3,25,17
57,7,4,25,17
57,8,4,25,17
57,9,2,25,16
57,10,1,35,23
57,11,1,35,23
57,12,2,35,23
57,13,4,35,23
57,14,2,35,23
57,15,3,35,23
57,16,2,35,23
57,17,4,35,23
57,18,4,35,23
57,19,7,35,23
57,20,2,35,23
57,21,1,35,23
57,22,2,35,23
57,23,1,46,15
57,24,1,46,15
57,25,1,39,26
58,0,1,39,26
58,1,1,39,26
58,2,1,39,26
58,3,1,39,26
58,4,2,39,26
58,5,1,39,26
58,6,4,32,21
58,7,2,32,21
58,8,1,40,27
58,9,6,26,17
58,10,2,28,18
58,11,2,25,16
58,12,2,25,16
58,13,8,24,16
58,14,1,35,23
58,15,1,35,23
58,16,2,35,23
58,17,1,35,23
58,18,1,35,23
58,19,1,35,23
58,20,1,35,23
58,21,3,35,23
58,22,3,35,23
58,23,2,18,18
58,24,1,40,26
58,25,1,40,26
58,26,2,26,19
59,0,6,33,21
59,1,3,35,23
59,2,3,35,23
59,3,3,35,23
59,4,3,35,23
59,5,7,35,23
59,6,3,35,23
59,7,2,46,15
60,0,1,34,22
60,1,10,29,23
60,2,12,29,23
60,3,6,25,17
60,4,2,25,17
60,5,2,25,17
60,6,2,25,17
60,7,1,35,23
60,8,6,35,23
60,9,2,35,23
60,10,2,35,23
60,11,1,35,23
60,12,2,35,23
60,13,1,35,23
60,14,1,35,23
60,15,4,35,23
60,16,2,33,22
60,17,2,33,22
60,18,6,18,18
60,19,2,18,18
60,20,1,46,15
60,21,1,40,26
60,22,1,40,26
60,23,1,32,21
61,0,10,29,19
61,1,1,34,22
61,2,8,39,26
61,3,8,33,21
61,4,7,33,21
61,5,3,32,21
61,6,1,32,21
61,7,1,32,21
61,8,1,40,27
61,9,1,40,27
61,10,1,40,27
61,11,1,40,27
61,12,1,40,27
61,13,10,25,16
61,14,4,25,16
61,15,7,33,22
61,16,6,33,22
61,17,1,39,26
62,0,2,39,29
62,1,2,34,22
62,2,4,32,21
62,3,6,38,25
62,4,6,38,25
62,5,3,35,23
62,6,3,26,19
63,0,4,39,26
63,1,1,39,26
63,2,1,39,26
63,3,1,39,26
63,4,4,39,26
63,5,1,39,26
63,6,1,39,26
63,7,1,39,26
63,8,1,39,26
63,9,1,39,26
63,10,3,39,26
63,11,2,33,21
63,12,1,33,21
63,13,2,32,21
63,14,1,32,21
63,15,2,25,17
63,16,1,35,23
63,17,1,35,23
63,18,2,35,23
63,19,1,35,23
63,20,5,35,23
63,21,1,35,23
63,22,6,35,23
63,23,2,33,22
63,24,2,46,15
63,25,1,39,26
64,0,2,39,26
64,1,4,39,26
64,2,2,39,26
64,3,1,39,26
64,4,1,39,26
64,5,2,39,26
64,6,2,39,26
64,7,1,39,26
64,8,1,39,26
64,9,2,39,26
64,10,2,39,26
64,11,2,39,26
64,12,1,39,26
64,13,2,39,26
64,14,6,39,26
64,15,2,39,26
64,16,6,28,18
64,17,4,28,18
64,18,6,26,17
65,0,1,39,26
65,1,3,39,26
65,2,1,39,26
65,3,3,39,26
65,4,1,39,26
65,5,1,39,26
65,6,5,32,21
65,7,4,32,21
65,8,2,32,21
65,9,40,40,27
65,10,30,40,27
66,0,2,39,26
66,1,12,39,26
66,2,3,39,26
66,3,1,39,26
66,4,2,39,26
66,5,1,39,26
66,6,4,39,26
66,7,2,39,26
66,8,1,39,26
66,9,2,39,26
66,10,1,39,26
66,11,1,39,26
66,12,3,39,26
66,13,2,39,26
66,14,6,39,26
66,15,1,35,23
66,16,2,35,23
66,17,4,35,23
66,18,1,35,23
66,19,2,35,23
66,20,1,35,23
66,21,5,35,23
66,22,2,40,26
67,0,2,33,21
67,1,1,32,21
67,2,2,32,21
67,3,2,32,21
67,4,1,32,21
67,5,1,40,27
67,6,1,40,27
67,7,10,28,18
67,8,10,28,18
67,9,4,28,18
67,10,2,28,18
67,11,2,25,16
67,12,4,25,16
67,13,8,35,23
67,14,3,35,23
67,15,2,35,23
67,16,1,35,23
67,17,2,35,23
67,18,1,35,23
67,19,2,35,23
67,20,3,35,23
67,21,6,35,23
67,22,1,39,26
68,0,1,34,22
68,1,4,33,21
68,2,1,32,21
68,3,1,32,21
68,4,1,40,27
68,5,1,40,27
68,6,1,40,27
68,7,1,38,25
68,8,1,38,25
68,9,1,38,25
68,10,2,25,17
68,11,2,25,17
68,12,2,35,23
68,13,2,35,23
68,14,1,35,23
68,15,1,35,23
68,16,3,35,23
68,17,3,35,23
68,18,2,35,23
68,19,10,33,22
68,20,8,33,22
68,21,2,33,22
68,22,4,18,18
68,23,1,46,15
68,24,1,26,19
68,25,1,20,13
69,0,2,39,26
69,1,1,39,26
69,2,1,39,26
69,3,4,39,26
69,4,1,39,26
69,5,1,39,26
69,6,2,39,26
69,7,4,29,23
69,8,6,29,23
69,9,1,40,27
69,10,1,40,27
69,11,2,40,27
69,12,1,38,25
69,13,8,28,18
69,14,2,28,18
69,15,2,25,16
69,16,2,24,16
69,17,1,35,23
69,18,1,35,23
69,19,3,35,23
69,20,3,35,23
69,21,1,33,22
69,22,1,33,22
69,23,2,18,18
69,24,4,18,18
69,25,4,18,18
69,26,2,18,18
69,27,1,40,26
69,28,1,40,26
69,29,1,39,26
70,0,3,39,26
70,1,2,39,26
70,2,2,39,26
70,3,4,39,26
70,4,1,39,26
70,5,2,39,26
70,6,3,39,26
70,7,3,39,26
70,8,2,39,26
70,9,3,40,27
70,10,1,40,27
70,11,1,40,27
70,12,1,40,27
70,13,1,40,27
70,14,1,40,27
70,15,1,40,27
70,16,1,40,27
70,17,1,40,27
70,18,1,40,27
70,19,1,40,27
70,20,1,40,27
70,21,10,24,16
70,22,2,35,23
70,23,1,35,23
70,24,2,35,23
70,25,2,35,23
70,26,8,33,22
70,27,8,33,22
71,0,8,39,26
71,1,2,39,26
71,2,1,39,26
71,3,3,39,26
71,4,1,39,26
71,5,1,39,26
71,6,1,39,26
71,7,2,39,26
71,8,1,39,26
71,9,1,39,26
71,10,4,39,26
71,11,1,39,26
71,12,8,29,23
71,13,12,29,23
71,14,1,40,27
71,15,1,40,27
71,16,1,40,27
71,17,1,40,27
71,18,1,40,27
71,19,1,40,27
71,20,2,40,27
71,21,2,40,27
71,22,1,40,27
71,23,1,40,27
